order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2288946,13,prior,3,6,21,6.0
19256,13,prior,4,1,12,9.0
1378982,13,prior,5,0,13,6.0
2363981,13,prior,6,0,18,7.0
1906169,13,prior,7,0,08,7.0
1757094,13,prior,8,6,18,13.0
519471,13,prior,9,6,17,7.0
2298068,13,prior,10,6,22,7.0
1472646,13,prior,11,0,14,8.0
1789302,13,prior,12,6,13,6.0
1827621,13,train,13,0,21,8.0
2906263,14,prior,1,2,18,
3206747,14,prior,2,5,08,30.0
1366559,14,prior,3,0,14,2.0
1385564,14,prior,4,6,08,20.0
1691859,14,prior,5,5,08,30.0
2127409,14,prior,6,1,08,30.0
2505309,14,prior,7,5,10,30.0
3067644,14,prior,8,4,08,27.0
2109666,14,prior,9,5,09,30.0
1625325,14,prior,10,4,21,30.0
1335295,14,prior,11,1,05,25.0
2045336,14,prior,12,5,09,4.0
3394109,14,prior,13,5,05,7.0
2316178,14,train,14,2,19,11.0
2514324,15,prior,1,5,13,
3135826,15,prior,2,6,12,15.0
2564002,15,prior,3,6,12,7.0
714991,15,prior,4,1,11,16.0
3317979,15,prior,5,4,15,17.0
876095,15,prior,6,5,11,8.0
2685110,15,prior,7,1,11,17.0
3119091,15,prior,8,2,17,8.0
887727,15,prior,9,2,13,7.0
2570697,15,prior,10,2,10,21.0
2600170,15,prior,11,2,09,14.0
2883598,15,prior,12,1,08,6.0
2332087,15,prior,13,1,10,14.0
113728,15,prior,14,1,10,14.0
2968173,15,prior,15,1,09,7.0
3097485,15,prior,16,1,09,7.0
1870022,15,prior,17,2,16,8.0
1911383,15,prior,18,2,11,7.0
2345592,15,prior,19,5,11,3.0
2994589,15,prior,20,1,13,10.0
2715276,15,prior,21,1,09,7.0
487368,15,prior,22,1,10,14.0
2161313,15,test,23,1,09,7.0
1273676,16,prior,1,2,08,
875885,16,prior,2,1,13,20.0
1491849,16,prior,3,1,20,21.0
2704482,16,prior,4,6,14,12.0
3192400,16,prior,5,2,14,30.0
2000615,16,prior,6,0,14,26.0
1416320,16,test,7,0,13,7.0
1737705,17,prior,1,2,13,
1681401,17,prior,2,5,10,3.0
2680214,17,prior,3,3,10,5.0
3197376,17,prior,4,1,14,5.0
3237467,17,prior,5,6,17,5.0
2616505,17,prior,6,4,17,5.0
2648319,17,prior,7,1,13,4.0
2430354,17,prior,8,0,15,6.0
2373492,17,prior,9,3,13,3.0
900554,17,prior,10,0,15,4.0
805025,17,prior,11,4,15,4.0
912404,17,prior,12,2,14,5.0
1389057,17,prior,13,1,13,6.0
603534,17,prior,14,6,17,5.0
2660930,17,prior,15,2,16,3.0
1719551,17,prior,16,1,12,6.0
601444,17,prior,17,5,21,4.0
2956367,17,prior,18,6,12,8.0
2508834,17,prior,19,5,11,6.0
415389,17,prior,20,5,13,7.0
3141030,17,prior,21,2,12,4.0
603376,17,prior,22,6,16,4.0
3069802,17,prior,23,3,23,4.0
1683378,17,prior,24,1,10,5.0
2795254,17,prior,25,0,11,6.0
343199,17,prior,26,5,17,5.0
1385847,17,prior,27,4,10,6.0
3314059,17,prior,28,1,09,4.0
697863,17,prior,29,6,14,5.0
2148135,17,prior,30,6,15,0.0
3327122,17,prior,31,4,12,5.0
2760791,17,prior,32,1,22,4.0
2553089,17,prior,33,3,11,9.0
791858,17,prior,34,5,12,16.0
2773605,17,prior,35,6,13,8.0
674977,17,prior,36,3,12,30.0
2831726,17,prior,37,2,12,13.0
1385397,17,prior,38,1,15,30.0
348137,17,prior,39,5,16,11.0
3350883,17,prior,40,4,11,27.0
2180313,17,train,41,3,10,30.0
2780889,18,prior,1,6,18,
3106101,18,prior,2,0,17,1.0
1860960,18,prior,3,1,19,8.0
3133044,18,prior,4,0,16,6.0
1020460,18,prior,5,2,16,9.0
441977,18,prior,6,6,12,4.0
2461523,18,train,7,6,09,7.0
1321974,19,prior,1,6,13,
2293453,19,prior,2,5,14,6.0
2208892,19,prior,3,0,14,16.0
2808909,19,prior,4,5,12,5.0
1973799,19,prior,5,6,12,8.0
2474845,19,prior,6,5,13,20.0
532817,19,prior,7,4,17,6.0
2483716,19,prior,8,4,04,7.0
86918,19,prior,9,5,16,8.0
1735923,19,test,10,6,17,8.0
947722,20,prior,1,1,10,
157550,20,prior,2,3,16,2.0
3408319,20,prior,3,2,11,6.0
2741696,20,prior,4,2,11,7.0
1980631,20,test,5,1,11,30.0
2625565,21,prior,1,1,10,
2698037,21,prior,2,1,09,7.0
1166994,21,prior,3,1,13,7.0
129152,21,prior,4,1,14,14.0
62373,21,prior,5,1,14,7.0
2984916,21,prior,6,5,06,4.0
1716848,21,prior,7,5,09,28.0
3288630,21,prior,8,2,13,18.0
2592860,21,prior,9,4,10,2.0
1573906,21,prior,10,3,10,6.0
2102674,21,prior,11,1,15,12.0
534401,21,prior,12,1,09,21.0
2510446,21,prior,13,5,11,4.0
1082944,21,prior,14,1,09,10.0
3257456,21,prior,15,1,09,7.0
774475,21,prior,16,1,11,7.0
1953572,21,prior,17,2,15,1.0
1674891,21,prior,18,2,11,21.0
77791,21,prior,19,3,09,8.0
1413723,21,prior,20,1,10,12.0
1806047,21,prior,21,1,09,7.0
1431584,21,prior,22,3,09,9.0
2941505,21,prior,23,2,13,6.0
1322450,21,prior,24,5,08,3.0
1776467,21,prior,25,5,08,7.0
497940,21,prior,26,1,11,10.0
1735495,21,prior,27,3,08,9.0
1996394,21,prior,28,1,09,5.0
1110781,21,prior,29,2,09,8.0
2097221,21,prior,30,1,11,6.0
2057208,21,prior,31,3,15,9.0
865324,21,prior,32,1,13,12.0
3341737,21,prior,33,1,12,30.0
1854765,21,train,34,1,12,28.0
2300537,22,prior,1,3,07,
144358,22,prior,2,3,07,30.0
1219654,22,prior,3,0,21,4.0
2922708,22,prior,4,3,11,30.0
3393222,22,prior,5,5,21,16.0
2327987,22,prior,6,1,19,17.0
2455079,22,prior,7,6,17,5.0
634494,22,prior,8,5,09,13.0
1014994,22,prior,9,5,15,28.0
3227049,22,prior,10,3,19,5.0
2780464,22,prior,11,5,12,2.0
194741,22,prior,12,0,08,2.0
1766930,22,prior,13,5,10,5.0
3090814,22,prior,14,1,19,3.0
2647850,22,prior,15,4,10,30.0
139655,22,test,16,5,06,1.0
1792521,23,prior,1,5,14,
8382,23,prior,2,0,10,9.0
1902489,23,prior,3,5,12,5.0
1072926,23,prior,4,3,11,30.0
3402036,23,train,5,1,12,30.0
611214,24,prior,1,3,20,
1869748,24,prior,2,6,16,3.0
1511050,24,prior,3,3,21,30.0
2877797,24,prior,4,6,10,24.0
118133,24,prior,5,0,11,30.0
816714,24,prior,6,6,08,13.0
1415679,24,prior,7,0,08,15.0
3064712,24,prior,8,1,20,8.0
1640680,24,prior,9,1,08,30.0
3354579,24,prior,10,5,17,18.0
3320181,24,prior,11,4,14,6.0
2126098,24,prior,12,5,16,22.0
2586085,24,prior,13,2,11,11.0
1103927,24,prior,14,6,08,4.0
1368577,24,prior,15,0,10,15.0
2635041,24,prior,16,0,09,7.0
196008,24,prior,17,0,20,14.0
173172,24,prior,18,0,16,14.0
965160,24,train,19,0,16,0.0
2610576,25,prior,1,1,14,
2994388,25,prior,2,1,20,30.0
258751,25,prior,3,5,19,30.0
1411408,25,test,4,0,15,30.0
3229714,26,prior,1,2,15,
2284750,26,prior,2,5,11,10.0
1488077,26,prior,3,5,10,7.0
1798774,26,prior,4,4,20,6.0
2018734,26,prior,5,5,09,8.0
2827207,26,prior,6,2,15,11.0
2097636,26,prior,7,1,13,30.0
2923351,26,prior,8,3,11,30.0
2063028,26,prior,9,3,09,14.0
3350048,26,prior,10,3,14,7.0
135696,26,prior,11,4,17,8.0
232721,26,prior,12,4,17,7.0
2940603,26,test,13,5,14,8.0
361493,27,prior,1,3,09,
1662354,27,prior,2,2,17,6.0
965677,27,prior,3,3,08,1.0
2842504,27,prior,4,5,13,2.0
1007361,27,prior,5,2,15,4.0
2792524,27,prior,6,4,09,9.0
1771198,27,prior,7,2,14,5.0
1460681,27,prior,8,3,15,1.0
3317805,27,prior,9,4,13,1.0
3149167,27,prior,10,4,15,7.0
3141790,27,prior,11,5,11,1.0
1380784,27,prior,12,1,11,3.0
1659155,27,prior,13,2,17,1.0
1406911,27,prior,14,3,09,8.0
3247231,27,prior,15,1,14,5.0
2705360,27,prior,16,2,16,8.0
1523605,27,prior,17,2,09,7.0
3137551,27,prior,18,1,15,20.0
900590,27,prior,19,3,09,9.0
1060278,27,prior,20,1,16,12.0
1149132,27,prior,21,2,11,8.0
2729473,27,prior,22,3,08,8.0
612679,27,prior,23,2,13,6.0
3162630,27,prior,24,2,15,0.0
338996,27,prior,25,5,10,10.0
2305567,27,prior,26,5,14,7.0
1311494,27,prior,27,1,15,17.0
1641287,27,prior,28,3,10,2.0
654294,27,prior,29,3,14,0.0
1111867,27,prior,30,4,16,1.0
1194452,27,prior,31,2,14,5.0
3147283,27,prior,32,5,10,10.0
1666812,27,prior,33,4,15,6.0
2695034,27,prior,34,2,15,5.0
129025,27,prior,35,3,16,1.0
920968,27,prior,36,5,14,2.0
2005447,27,prior,37,1,10,3.0
1603399,27,prior,38,2,16,1.0
3176698,27,prior,39,1,14,6.0
3374715,27,prior,40,4,10,3.0
2392592,27,prior,41,5,10,1.0
1374792,27,prior,42,5,14,0.0
1849805,27,prior,43,5,15,0.0
225381,27,prior,44,2,14,4.0
3037479,27,prior,45,4,09,2.0
419099,27,prior,46,1,10,4.0
3359528,27,prior,47,2,14,1.0
1380270,27,prior,48,3,10,1.0
1067581,27,prior,49,3,14,0.0
3094422,27,prior,50,4,14,1.0
933179,27,prior,51,2,09,5.0
682914,27,prior,52,3,15,15.0
1149184,27,prior,53,2,09,6.0
65724,27,prior,54,4,15,2.0
2244394,27,prior,55,2,16,5.0
1025119,27,prior,56,3,11,1.0
1559403,27,prior,57,4,13,1.0
1615255,27,prior,58,5,08,1.0
1201330,27,prior,59,3,09,5.0
3146978,27,prior,60,4,15,1.0
230851,27,prior,61,1,13,4.0
771049,27,prior,62,2,10,1.0
7099,27,prior,63,3,10,1.0
2716757,27,prior,64,1,15,5.0
804483,27,prior,65,4,10,3.0
2325503,27,prior,66,1,12,4.0
1832360,27,prior,67,5,10,4.0
1560223,27,prior,68,2,08,4.0
2999232,27,prior,69,2,14,0.0
1250733,27,prior,70,3,15,1.0
2569634,27,prior,71,1,13,5.0
1225000,27,prior,72,1,13,7.0
994572,27,prior,73,5,14,4.0
2138705,27,prior,74,5,14,7.0
264488,27,prior,75,1,11,10.0
3276527,27,prior,76,1,14,0.0
625018,27,prior,77,1,08,7.0
568636,27,prior,78,5,15,4.0
2546638,27,prior,79,3,11,5.0
1837192,27,prior,80,2,08,6.0
1573122,27,prior,81,1,13,6.0
2614670,27,train,82,5,14,4.0
1138968,28,prior,1,0,14,
1589342,28,prior,2,5,13,19.0
3331846,28,prior,3,0,16,2.0
1782508,28,prior,4,3,16,17.0
1432100,28,prior,5,2,15,27.0
358148,28,prior,6,2,12,14.0
2657750,28,prior,7,1,17,6.0
2695156,28,prior,8,0,16,13.0
1584053,28,prior,9,1,15,30.0
1639907,28,prior,10,0,17,6.0
2760669,28,prior,11,0,07,30.0
1819575,28,prior,12,1,19,1.0
1272493,28,prior,13,5,17,11.0
279523,28,prior,14,2,13,18.0
2810971,28,prior,15,3,17,15.0
1481969,28,prior,16,4,12,1.0
181977,28,prior,17,5,13,1.0
979759,28,prior,18,0,17,9.0
2070736,28,prior,19,5,16,12.0
760273,28,prior,20,1,13,10.0
1385910,28,prior,21,2,17,1.0
1818037,28,prior,22,2,15,7.0
2195945,28,prior,23,1,14,6.0
1978052,28,prior,24,0,15,13.0
1192143,28,test,25,1,16,8.0
2064090,29,prior,1,5,11,
875452,29,prior,2,2,08,11.0
2657652,29,prior,3,2,10,14.0
2999889,29,prior,4,6,08,11.0
1207762,29,prior,5,1,11,9.0
370715,29,prior,6,5,11,11.0
1049206,29,prior,7,1,12,10.0
2655002,29,prior,8,4,13,10.0
685887,29,prior,9,6,13,9.0
3167222,29,prior,10,5,11,13.0
2865794,29,prior,11,5,09,7.0
1062536,29,prior,12,4,08,13.0
620971,29,prior,13,5,08,8.0
3090640,29,prior,14,1,13,17.0
3202175,29,prior,15,3,11,16.0
2376709,29,prior,16,1,11,12.0
1748639,29,prior,17,5,13,11.0
1647841,29,prior,18,5,11,14.0
3110252,29,train,19,4,11,13.0
375303,30,prior,1,1,13,
2156000,30,prior,2,1,10,7.0
3169631,30,prior,3,1,22,7.0
1645927,30,prior,4,2,13,22.0
986094,30,prior,5,2,11,30.0
2299885,30,prior,6,1,19,27.0
137318,30,prior,7,1,06,28.0
3333738,30,prior,8,1,08,30.0
62370,30,train,9,2,13,22.0
2150649,31,prior,1,5,11,
695934,31,prior,2,5,11,0.0
638062,31,prior,3,4,12,6.0
2135842,31,prior,4,3,13,6.0
2623412,31,prior,5,0,16,4.0
1183257,31,prior,6,0,16,7.0
1341128,31,prior,7,2,13,2.0
1120389,31,prior,8,0,11,5.0
3352995,31,prior,9,3,12,3.0
1593000,31,prior,10,3,08,7.0
2582407,31,prior,11,1,07,5.0
673583,31,prior,12,4,12,10.0
3035956,31,prior,13,3,11,6.0
2951746,31,prior,14,2,09,6.0
2258440,31,prior,15,1,08,6.0
2647083,31,prior,16,2,08,8.0
2231262,31,prior,17,3,11,8.0
963053,31,prior,18,3,11,0.0
813240,31,prior,19,0,17,4.0
1765409,31,prior,20,0,17,0.0
280888,31,test,21,4,09,18.0
134879,32,prior,1,3,12,
1275838,32,prior,2,3,12,30.0
1709286,32,prior,3,2,10,20.0
72626,32,prior,4,3,09,1.0
1210985,32,prior,5,1,23,30.0
3202221,32,test,6,1,13,30.0
2906103,33,prior,1,3,14,
2612991,33,prior,2,2,16,27.0
1537903,33,prior,3,1,19,30.0
3222866,33,test,4,6,17,19.0
2383661,34,prior,1,4,15,
1569834,34,prior,2,4,07,28.0
1916863,34,prior,3,4,14,21.0
1951139,34,prior,4,0,11,10.0
2344038,34,prior,5,0,15,21.0
698604,34,train,6,4,13,30.0
1269089,35,prior,1,5,21,
2562704,35,prior,2,3,16,26.0
1136841,35,prior,3,6,09,30.0
457048,35,prior,4,0,20,22.0
2880466,35,prior,5,5,16,30.0
1830981,35,prior,6,6,10,1.0
3309528,35,prior,7,3,18,4.0
1316279,35,prior,8,4,17,30.0
2903057,35,prior,9,4,16,28.0
707453,35,test,10,4,15,21.0
3285797,36,prior,1,4,17,
412111,36,prior,2,5,18,8.0
240889,36,prior,3,5,17,21.0
1602446,36,prior,4,1,11,10.0
2472897,36,prior,5,4,15,3.0
1626957,36,prior,6,5,15,15.0
453864,36,prior,7,6,14,15.0
2010389,36,prior,8,3,17,4.0
278124,36,prior,9,0,11,4.0
14400,36,prior,10,1,18,1.0
1145961,36,prior,11,5,19,4.0
746041,36,prior,12,0,16,9.0
682472,36,prior,13,6,15,20.0
3067639,36,prior,14,0,12,22.0
2640464,36,prior,15,5,17,12.0
479244,36,prior,16,3,21,5.0
409708,36,prior,17,0,15,11.0
423623,36,prior,18,4,17,18.0
664952,36,prior,19,0,08,3.0
2833188,36,prior,20,4,09,25.0
1185674,36,prior,21,0,09,3.0
2890966,36,prior,22,3,12,3.0
2671410,36,prior,23,4,17,22.0
1189699,36,prior,24,2,07,5.0
2138456,36,prior,25,4,10,9.0
669187,36,prior,26,3,18,6.0
1460684,36,prior,27,5,21,16.0
2795573,36,prior,28,0,11,16.0
1719560,36,prior,29,3,21,3.0
2693179,36,prior,30,3,21,0.0
903277,36,prior,31,6,12,10.0
2527665,36,prior,32,0,09,8.0
2230383,36,prior,33,3,19,3.0
793311,36,prior,34,6,11,10.0
1032510,36,prior,35,0,16,15.0
182125,36,prior,36,4,12,4.0
2710884,36,prior,37,4,12,7.0
1320132,36,test,38,0,08,3.0
327827,37,prior,1,2,10,
86313,37,prior,2,6,12,4.0
1354506,37,prior,3,0,01,8.0
2153671,37,prior,4,1,14,8.0
2449761,37,prior,5,2,14,8.0
484397,37,prior,6,5,17,10.0
2568429,37,prior,7,1,19,10.0
711999,37,prior,8,3,19,23.0
1145920,37,prior,9,6,14,17.0
1736749,37,prior,10,3,18,11.0
2484696,37,prior,11,4,11,8.0
712331,37,prior,12,6,22,30.0
1740853,37,prior,13,6,19,14.0
1394419,37,prior,14,5,14,20.0
1751600,37,prior,15,0,16,30.0
1854906,37,prior,16,5,17,5.0
1179244,37,prior,17,4,14,6.0
2615608,37,prior,18,5,17,15.0
2326295,37,prior,19,1,16,10.0
841710,37,prior,20,3,16,9.0
3268585,37,prior,21,2,13,13.0
1294288,37,prior,22,6,15,30.0
1727614,37,prior,23,5,16,6.0
1524161,37,train,24,0,13,16.0
2873174,38,prior,1,0,10,
1308004,38,prior,2,4,11,30.0
1588002,38,prior,3,0,11,17.0
1691300,38,prior,4,6,12,20.0
1244041,38,prior,5,0,14,22.0
718156,38,prior,6,6,09,13.0
894015,38,prior,7,6,10,28.0
795223,38,prior,8,6,18,28.0
3204829,38,prior,9,6,16,7.0
2980672,38,prior,10,5,08,27.0
725451,38,prior,11,0,00,9.0
2479273,38,prior,12,1,13,30.0
3173750,38,train,13,0,09,30.0
2782479,39,prior,1,0,12,
971516,39,prior,2,0,15,7.0
127769,39,prior,3,6,17,6.0
524816,39,prior,4,6,10,7.0
859009,39,prior,5,6,19,7.0
1493525,39,prior,6,0,12,15.0
2754717,39,prior,7,6,16,30.0
882556,39,test,8,6,13,7.0
2570028,40,prior,1,0,09,
2309440,40,prior,2,1,10,8.0
1469897,40,prior,3,6,11,12.0
2621404,40,prior,4,0,12,8.0
1132197,40,prior,5,6,09,20.0
2640967,40,prior,6,0,09,15.0
2215173,40,prior,7,0,08,21.0
423262,40,prior,8,0,10,7.0
1145465,40,prior,9,0,09,14.0
2431024,40,test,10,0,08,7.0
252244,41,prior,1,6,16,
2111787,41,prior,2,2,20,24.0
2838655,41,prior,3,0,13,30.0
2196695,41,prior,4,1,12,22.0
3083886,41,prior,5,0,19,27.0
2032076,41,train,6,0,20,30.0
940313,42,prior,1,2,10,
1816335,42,prior,2,1,15,6.0
19190,42,prior,3,1,19,7.0
77399,42,prior,4,1,09,7.0
2848715,42,prior,5,2,18,8.0
1560102,42,prior,6,1,19,13.0
232622,42,prior,7,3,13,9.0
378457,42,prior,8,0,10,11.0
521231,42,prior,9,3,19,24.0
2019391,42,prior,10,5,01,9.0
2315446,42,prior,11,3,18,19.0
2083588,42,prior,12,2,13,20.0
1602489,42,prior,13,4,12,9.0
2204386,42,prior,14,5,16,22.0
278626,42,prior,15,0,15,30.0
3034563,42,prior,16,0,13,14.0
2803975,42,train,17,0,11,14.0
606677,43,prior,1,1,18,
1530871,43,prior,2,4,19,24.0
656728,43,prior,3,4,11,7.0
634665,43,prior,4,3,18,6.0
2412774,43,prior,5,0,17,11.0
2580647,43,prior,6,4,16,4.0
1630444,43,prior,7,0,12,10.0
455561,43,prior,8,1,17,15.0
2187180,43,prior,9,4,12,3.0
3094389,43,prior,10,5,15,15.0
2770903,43,prior,11,0,12,9.0
1864787,43,train,12,5,11,26.0
1359969,44,prior,1,0,07,
462713,44,prior,2,1,09,30.0
2699868,44,prior,3,0,09,30.0
2436259,44,train,4,0,12,30.0
300892,45,prior,1,1,20,
784714,45,prior,2,6,19,12.0
374526,45,prior,3,3,20,18.0
1902833,45,prior,4,2,08,30.0
2827745,45,test,5,5,10,3.0
3345812,46,prior,1,1,16,
31801,46,prior,2,1,13,7.0
3102839,46,prior,3,1,16,0.0
2539168,46,prior,4,1,11,14.0
2518161,46,prior,5,1,17,30.0
1406544,46,prior,6,1,15,28.0
821110,46,prior,7,1,12,28.0
398975,46,prior,8,1,12,21.0
3198849,46,prior,9,1,16,14.0
1538381,46,prior,10,0,12,6.0
244623,46,prior,11,0,12,7.0
2998652,46,prior,12,0,16,14.0
1876837,46,prior,13,0,13,14.0
1945511,46,prior,14,0,14,14.0
2596585,46,prior,15,0,16,28.0
1254066,46,prior,16,0,15,21.0
2661433,46,prior,17,6,17,30.0
2681913,46,prior,18,0,09,22.0
2009771,46,prior,19,0,16,21.0
1947848,46,train,20,4,20,11.0
2857489,47,prior,1,5,16,
1303645,47,prior,2,6,15,1.0
2532123,47,prior,3,4,13,5.0
2201188,47,prior,4,2,10,12.0
1899315,47,prior,5,2,22,14.0
2906490,47,train,6,4,22,16.0
1035233,48,prior,1,6,16,
3166874,48,prior,2,5,13,27.0
2766710,48,prior,3,6,09,15.0
501067,48,prior,4,5,12,27.0
1643524,48,prior,5,6,10,29.0
1657641,48,prior,6,5,09,27.0
749250,48,prior,7,6,11,29.0
795269,48,prior,8,6,11,14.0
3067391,48,prior,9,5,18,13.0
555834,48,prior,10,5,22,14.0
2924697,48,train,11,5,18,14.0
1216869,49,prior,1,2,09,
2406693,49,prior,2,6,19,30.0
3283823,49,prior,3,5,14,30.0
1526098,49,prior,4,3,16,30.0
1557694,49,prior,5,1,12,19.0
379097,49,prior,6,1,11,30.0
500437,49,prior,7,2,15,30.0
1250641,49,prior,8,2,11,28.0
519514,49,train,9,4,12,2.0
1363380,50,prior,1,3,09,
3131103,50,prior,2,6,12,10.0
2197066,50,prior,3,1,13,9.0
3201640,50,prior,4,0,11,6.0
2756806,50,prior,5,4,14,11.0
1905727,50,prior,6,2,10,5.0
357849,50,prior,7,3,13,8.0
1673791,50,prior,8,6,14,3.0
1941871,50,prior,9,4,11,5.0
1431607,50,prior,10,2,10,5.0
935755,50,prior,11,6,09,4.0
771250,50,prior,12,3,18,4.0
218647,50,prior,13,6,14,10.0
482971,50,prior,14,4,11,5.0
1261865,50,prior,15,2,10,5.0
2102570,50,prior,16,1,08,13.0
1856643,50,prior,17,2,15,8.0
2199859,50,prior,18,1,10,6.0
505360,50,prior,19,3,11,2.0
2829245,50,prior,20,1,10,5.0
1077695,50,prior,21,1,13,14.0
3067010,50,prior,22,1,12,7.0
458687,50,prior,23,6,17,5.0
536094,50,prior,24,3,10,4.0
886814,50,prior,25,2,11,6.0
1291785,50,prior,26,1,13,6.0
1182191,50,prior,27,5,07,11.0
2333885,50,prior,28,2,10,4.0
3112215,50,prior,29,3,11,1.0
3276486,50,prior,30,3,12,7.0
2870447,50,prior,31,2,11,6.0
623555,50,prior,32,2,12,7.0
2443843,50,prior,33,5,07,10.0
867561,50,prior,34,0,22,2.0
2049647,50,prior,35,4,11,4.0
2981401,50,prior,36,1,11,4.0
2425696,50,prior,37,4,15,3.0
1177903,50,prior,38,1,07,4.0
2885215,50,prior,39,6,10,5.0
3285176,50,prior,40,3,09,4.0
1158241,50,prior,41,0,16,4.0
131991,50,prior,42,2,10,2.0
1237400,50,prior,43,6,09,4.0
3014513,50,prior,44,2,11,3.0
1368931,50,prior,45,1,12,6.0
1076291,50,prior,46,3,07,2.0
412136,50,prior,47,2,11,6.0
1939933,50,prior,48,0,10,5.0
3147929,50,prior,49,5,08,5.0
2018336,50,prior,50,1,11,3.0
1229178,50,prior,51,5,10,11.0
3044151,50,prior,52,1,09,3.0
3330597,50,prior,53,3,11,2.0
642111,50,prior,54,6,10,3.0
3205359,50,prior,55,1,10,2.0
182020,50,prior,56,0,13,6.0
636918,50,prior,57,5,12,5.0
2670599,50,prior,58,3,10,5.0
2236363,50,prior,59,1,11,5.0
2757345,50,prior,60,2,12,1.0
1915162,50,prior,61,5,11,3.0
373535,50,prior,62,2,11,4.0
3175017,50,prior,63,6,10,4.0
309687,50,prior,64,2,12,10.0
2740653,50,prior,65,1,13,6.0
2107003,50,prior,66,4,11,3.0
103726,50,prior,67,3,09,6.0
1750084,50,train,68,3,09,7.0
1099991,51,prior,1,3,14,
1505429,51,prior,2,2,14,13.0
2151817,51,prior,3,5,14,17.0
2174416,51,test,4,0,14,16.0
2497897,52,prior,1,1,09,
1318871,52,prior,2,1,10,7.0
